"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1567","RT @Pokemon: Enhance your deck with some of the most powerful cards yet! Feel the impact of Prism Star cards in #PokemonTCG: Sun &amp; MoonUlt",FALSE,0,NA,2017-12-14 15:36:06,FALSE,NA,"941330969751097345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Danieleitor007",380,TRUE,FALSE,NA,NA
"1568","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY!

DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! RT &amp; FOLLOW TO WIN POKEMON ULTRA MOON OR POK",FALSE,0,NA,2017-12-14 15:36:04,FALSE,NA,"941330960880144385",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kevcroc",333,TRUE,FALSE,NA,NA
"1569","RT @SerebiiNet: Serebii Update: Pokmon Ultra Sun &amp; Ultra Moon Version 1.1 patches are now available to download. Require 539 Blocks ",FALSE,0,NA,2017-12-14 15:36:01,FALSE,NA,"941330948976656384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yagamix97",246,TRUE,FALSE,NA,NA
"1570","I liked a @YouTube video CATCHING NECROZMA &amp; SOLGALEO! | Pokemon Ultra Sun and Ultra Moon Gameplay",FALSE,0,NA,2017-12-14 15:35:16,FALSE,NA,"941330758978998272",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","StarDev94",0,FALSE,FALSE,NA,NA
"1571","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY!

DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! RT &amp; FOLLOW TO WIN POKEMON ULTRA MOON OR POK",FALSE,0,NA,2017-12-14 15:34:38,FALSE,NA,"941330600622948352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","moonlightlady2",333,TRUE,FALSE,NA,NA
"1572","RT @SerebiiNet: Serebii Update: Pokmon Ultra Sun &amp; Ultra Moon Version 1.1 patches are now available to download. Require 539 Blocks ",FALSE,0,NA,2017-12-14 15:33:37,FALSE,NA,"941330344321732608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IamtheRamos",246,TRUE,FALSE,NA,NA
"1573","CATCHING NECROZMA &amp; SOLGALEO! | Pokemon Ultra Sun and Ultra Moon Gameplay Playthrough: Episode #47: via",FALSE,4,NA,2017-12-14 15:33:19,FALSE,NA,"941330268920655873",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","JayYTGamer",0,FALSE,FALSE,NA,NA
"1574","RT @Pokemon: Enhance your deck with some of the most powerful cards yet! Feel the impact of Prism Star cards in #PokemonTCG: Sun &amp; MoonUlt",FALSE,0,NA,2017-12-14 15:31:51,FALSE,NA,"941329896520876032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magmajirachi",380,TRUE,FALSE,NA,NA
"1575","I liked a @YouTube video Let's Play Pokmon Ultra Sun &amp; Ultra Moon - Part 3 - Trainers' School",FALSE,0,NA,2017-12-14 15:30:47,FALSE,NA,"941329630727950337",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","holygamer407",0,FALSE,FALSE,NA,NA
"1576","Pokemon Ultra Sun and Moon: Part 62 - Collecting ALL TMs! [Post-Game 100... via @YouTube",FALSE,0,NA,2017-12-14 15:30:20,FALSE,NA,"941329517569855488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","superherosrock",0,FALSE,FALSE,NA,NA
"1577","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY!

DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! RT &amp; FOLLOW TO WIN POKEMON ULTRA MOON OR POK",FALSE,0,NA,2017-12-14 15:29:49,FALSE,NA,"941329387600752640",NA,"<a href=""https://twitaculous.com/"" rel=""nofollow"">Twitaculous - Win Stuff!</a>","wallart_kids",333,TRUE,FALSE,NA,NA
"1578","Check out @AbdallahNATION's #PokemonUltraSunMoon Gameplay: 
100% Walkthrough: Tips: ",FALSE,0,NA,2017-12-14 15:29:07,TRUE,NA,"941329209670090757",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","superherosrock",0,FALSE,FALSE,NA,NA
"1579","RT @Pokemon: Enhance your deck with some of the most powerful cards yet! Feel the impact of Prism Star cards in #PokemonTCG: Sun &amp; MoonUlt",FALSE,0,NA,2017-12-14 15:26:36,FALSE,NA,"941328578221953024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MewTube2017",380,TRUE,FALSE,NA,NA
"1580","Pokemon Ultra Sun and Ultra Moon WiFi Battle: Greninja Clash!: via @YouTube",FALSE,0,NA,2017-12-14 15:26:34,FALSE,NA,"941328568772153344",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","PlayahFTW",0,FALSE,FALSE,NA,NA
"1581","Come join us with @twitchzugi Shiny Hunting on Pokemon Ultra Moon! ",FALSE,1,NA,2017-12-14 15:21:08,FALSE,NA,"941327203442229254",NA,"<a href=""http://www.drangrybot.tv"" rel=""nofollow"">DrAngryBot</a>","1113Andrew",0,FALSE,FALSE,NA,NA
"1582","RT @SerebiiNet: Serebii Update: The Shiny Groudon &amp; Kyogre in Japan to be distributed at Pokmon Centers and other stores from Jan 13th to",FALSE,0,NA,2017-12-14 15:21:02,FALSE,NA,"941327176724566017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KinglerClaws",59,TRUE,FALSE,NA,NA
"1583","Come join us with @twitchzugi Shiny Hunting on Pokemon Ultra Moon! ",FALSE,1,NA,2017-12-14 15:20:58,FALSE,NA,"941327160895311872",NA,"<a href=""http://www.drangrybot.tv"" rel=""nofollow"">DrAngryBot</a>","Mal3vol3ntMinun",0,FALSE,FALSE,NA,NA
"1584","Come join us with @twitchzugi Shiny Hunting on Pokemon Ultra Moon! ",FALSE,2,NA,2017-12-14 15:20:28,FALSE,NA,"941327032994148353",NA,"<a href=""http://www.drangrybot.tv"" rel=""nofollow"">DrAngryBot</a>","hayleyQuilava",0,FALSE,FALSE,NA,NA
"1585","Once I beat XII, I'm gonna play either XV or Pokemon Ultra Moon",FALSE,0,NA,2017-12-14 15:19:02,FALSE,NA,"941326673961680897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ksumiyukari",0,FALSE,FALSE,NA,NA
"1586","I added a video to a @YouTube playlist Competitive Guide to Team Building in Pokemon Ultra Sun and Ultra Moon!",FALSE,0,NA,2017-12-14 15:17:41,FALSE,NA,"941326334978125824",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","MrGlory21",0,FALSE,FALSE,NA,NA
"1587","RT @Pokemon: Enhance your deck with some of the most powerful cards yet! Feel the impact of Prism Star cards in #PokemonTCG: Sun &amp; MoonUlt",FALSE,0,NA,2017-12-14 15:16:38,FALSE,NA,"941326067352068096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andreslop24",380,TRUE,FALSE,NA,NA
"1588","At this point I expect Pokemon Super Ultra Sun/Moon in next November. ",FALSE,1,NA,2017-12-14 15:16:10,FALSE,NA,"941325952080121856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RapBladeMeDoIt",0,FALSE,FALSE,NA,NA
"1589","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY!

DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! RT &amp; FOLLOW TO WIN POKEMON ULTRA MOON OR POK",FALSE,0,NA,2017-12-14 15:15:08,FALSE,NA,"941325690351357955",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sportsking13_",333,TRUE,FALSE,NA,NA
"1590","RT @Pokemon: Enhance your deck with some of the most powerful cards yet! Feel the impact of Prism Star cards in #PokemonTCG: Sun &amp; MoonUlt",FALSE,0,NA,2017-12-14 15:15:01,FALSE,NA,"941325661234520064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","enjoidrewboi",380,TRUE,FALSE,NA,NA
"1591","I liked a @YouTube video MINAS TRIAL IS ACTUALLY LIT - Pokemon Ultra Sun &amp; Moon Playthrough #24 - NumbNexus",FALSE,0,NA,2017-12-14 15:14:00,FALSE,NA,"941325404866039809",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","VorpalShadow",0,FALSE,FALSE,NA,NA
"1592","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY!

DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! RT &amp; FOLLOW TO WIN POKEMON ULTRA MOON OR POK",FALSE,0,NA,2017-12-14 15:13:28,FALSE,NA,"941325271654916096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ScarthEmma",333,TRUE,FALSE,NA,NA
"1593","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY!

DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! RT &amp; FOLLOW TO WIN POKEMON ULTRA MOON OR POK",FALSE,0,NA,2017-12-14 15:13:19,FALSE,NA,"941325232765255680",NA,"<a href=""https://twitaculous.com/"" rel=""nofollow"">Twitaculous - Win Stuff!</a>","JenniiPenny",333,TRUE,FALSE,NA,NA
"1594","Contemplating getting Pokemon ultra sun and moon pokemon games!",FALSE,0,NA,2017-12-14 15:11:54,FALSE,NA,"941324878757662721",NA,"<a href=""http://twitter.com/littledemonbot"" rel=""nofollow"">LittleDemonBot</a>","littledemonbot",0,FALSE,FALSE,NA,NA
"1595","RT @Pokemon: Enhance your deck with some of the most powerful cards yet! Feel the impact of Prism Star cards in #PokemonTCG: Sun &amp; MoonUlt",FALSE,0,NA,2017-12-14 15:06:39,FALSE,NA,"941323556398555136",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SighDuck1",380,TRUE,FALSE,NA,NA
"1596","I liked a @YouTube video ""EMBARRASSING"" Pokmon Ultra Sun &amp; Ultra Moon Let's Play Ep 38 w/ TheKingNappy!",FALSE,0,NA,2017-12-14 15:04:57,FALSE,NA,"941323127698620416",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","NormileGuy",0,FALSE,FALSE,NA,NA
"1597","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY!

DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! RT &amp; FOLLOW TO WIN POKEMON ULTRA MOON OR POK",FALSE,0,NA,2017-12-14 15:04:13,FALSE,NA,"941322945456214016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","finale123",333,TRUE,FALSE,NA,NA
"1598","Pokemon TCG Sun and Moon Expansion Ultra Prism Revealed - IGN ",FALSE,0,NA,2017-12-14 15:04:06,FALSE,NA,"941322916305793029",NA,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>","SgtBaconYT",0,FALSE,FALSE,NA,NA
"1599","@shofu POKEMON ULTRA MEGA SUN AND MOON
INTRODUCING THE SO LONG AWAITED MEGA FLYGON AND MEGA MILOTIC",FALSE,20,"shofu",2017-12-14 15:03:18,FALSE,"941322367015546880","941322714039685120","371592795","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pmon49",0,FALSE,FALSE,NA,NA
"1600","RT @SerebiiNet: Serebii Update: The Shiny Groudon &amp; Kyogre in Japan to be distributed at Pokmon Centers and other stores from Jan 13th to",FALSE,0,NA,2017-12-14 15:03:03,FALSE,NA,"941322650302939137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MRoberto1991",59,TRUE,FALSE,NA,NA
"1601","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY!

DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! RT &amp; FOLLOW TO WIN POKEMON ULTRA MOON OR POK",FALSE,0,NA,2017-12-14 15:02:09,FALSE,NA,"941322422749294598",NA,"<a href=""https://twitaculous.com/"" rel=""nofollow"">Twitaculous - Win Stuff!</a>","Mamzie2",333,TRUE,FALSE,NA,NA
"1602","RT @SerebiiNet: Serebii Update: The Shiny Groudon &amp; Kyogre in Japan to be distributed at Pokmon Centers and other stores from Jan 13th to",FALSE,0,NA,2017-12-14 15:01:32,FALSE,NA,"941322270215229440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VIRIDlANFOREST",59,TRUE,FALSE,NA,NA
"1603","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY!

DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! RT &amp; FOLLOW TO WIN POKEMON ULTRA MOON OR POK",FALSE,0,NA,2017-12-14 15:01:25,FALSE,NA,"941322239164551168",NA,"<a href=""https://twitaculous.com/"" rel=""nofollow"">Twitaculous - Win Stuff!</a>","kdavey72",333,TRUE,FALSE,NA,NA
"1604","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY!

DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! RT &amp; FOLLOW TO WIN POKEMON ULTRA MOON OR POK",FALSE,0,NA,2017-12-14 14:57:34,FALSE,NA,"941321272432177153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","toxicdingo1",333,TRUE,FALSE,NA,NA
"1605","RT @SerebiiNet: Serebii Update: The Shiny Groudon &amp; Kyogre in Japan to be distributed at Pokmon Centers and other stores from Jan 13th to",FALSE,0,NA,2017-12-14 14:57:27,FALSE,NA,"941321240819593217",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","expert_knows",59,TRUE,FALSE,NA,NA
"1606","I added a video to a @YouTube playlist Pokemon Ultra Sun and Ultra Moon WiFi Battle: Greninja Clash!",FALSE,0,NA,2017-12-14 14:57:13,FALSE,NA,"941321183919837184",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","PlayahFTW",0,FALSE,FALSE,NA,NA
"1607","I liked a @YouTube video ""Enter: Incinerott!"" POKEMON SHOWDOWN NU LIVE Showcase | Pokemon Ultra Sun &amp; Moon!",FALSE,0,NA,2017-12-14 14:55:53,FALSE,NA,"941320845884092421",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","ItzDannyMac",0,FALSE,FALSE,NA,NA
"1608","RT @Pokemon: Enhance your deck with some of the most powerful cards yet! Feel the impact of Prism Star cards in #PokemonTCG: Sun &amp; MoonUlt",FALSE,0,NA,2017-12-14 14:54:28,FALSE,NA,"941320491956146176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KeldeoXerneas",380,TRUE,FALSE,NA,NA
"1609","RT @SerebiiNet: Serebii Update: The Shiny Groudon &amp; Kyogre in Japan to be distributed at Pokmon Centers and other stores from Jan 13th to",FALSE,0,NA,2017-12-14 14:54:01,FALSE,NA,"941320375694188544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stevodude7",59,TRUE,FALSE,NA,NA
"1610","I liked a @YouTube video Pokemon Ultra Sun and Moon Sableye Theory Confirmed!",FALSE,0,NA,2017-12-14 14:49:38,FALSE,NA,"941319274618085377",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","ydl25412",0,FALSE,FALSE,NA,NA
"1611","RT @SerebiiNet: Serebii Update: The Shiny Groudon &amp; Kyogre in Japan to be distributed at Pokmon Centers and other stores from Jan 13th to",FALSE,0,NA,2017-12-14 14:45:56,FALSE,NA,"941318344392749059",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatrickPrendev2",59,TRUE,FALSE,NA,NA
"1612","RT @Pokemon: Enhance your deck with some of the most powerful cards yet! Feel the impact of Prism Star cards in #PokemonTCG: Sun &amp; MoonUlt",FALSE,0,NA,2017-12-14 14:45:11,FALSE,NA,"941318155535654912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FlamingDeoxys",380,TRUE,FALSE,NA,NA
"1613","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY!

DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! RT &amp; FOLLOW TO WIN POKEMON ULTRA MOON OR POK",FALSE,0,NA,2017-12-14 14:45:01,FALSE,NA,"941318112577810433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Darksith100",333,TRUE,FALSE,NA,NA
"1614","RT @lisanorfolk: RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY! DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! F+RT TO WIN POKEMON ULTRA MO",FALSE,0,NA,2017-12-14 14:45:00,FALSE,NA,"941318107787915264",NA,"<a href=""http://127.0.0.1:3000"" rel=""nofollow"">Pokemon RGTS Finder</a>","pokemon_gts_bot",1,TRUE,FALSE,NA,NA
"1615","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY! DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! F+RT TO WIN POKEMON U ",FALSE,1,"MonsterShopUK",2017-12-14 14:43:28,TRUE,"941202212818169858","941317720766758912","803214932732968960","<a href=""https://twitaculous.com/"" rel=""nofollow"">Twitaculous - Win Stuff!</a>","lisanorfolk",1,FALSE,FALSE,NA,NA
"1616","I've got Mario Odyssey, Dai Gyakuten Saiban, Cuphead, Pokemon Ultra Moon, Pokemon Silver, and Bomberman R's DLC on ",FALSE,5,"kiirobon",2017-12-14 14:43:00,TRUE,"941317076282695681","941317606841217025","2822655707","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","kiirobon",0,FALSE,FALSE,NA,NA
"1617","RT @SerebiiNet: Serebii Update: The Shiny Groudon &amp; Kyogre in Japan to be distributed at Pokmon Centers and other stores from Jan 13th to",FALSE,0,NA,2017-12-14 14:42:27,FALSE,NA,"941317465706860544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EquinoxPhoenix",59,TRUE,FALSE,NA,NA
"1618","@CristianFerrar3 @RukochiDanny @Pokemon They only did Ultra Sun and Ultra Moon to keep the 12 hour time difference ",FALSE,0,"CristianFerrar3",2017-12-14 14:42:13,TRUE,"941309901405655040","941317409616510981","450809357","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DrawnToastYT",0,FALSE,FALSE,NA,NA
"1619","RT @SerebiiNet: Serebii Update: The Shiny Groudon &amp; Kyogre in Japan to be distributed at Pokmon Centers and other stores from Jan 13th to",FALSE,0,NA,2017-12-14 14:42:04,FALSE,NA,"941317371335266304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Plubiest",59,TRUE,FALSE,NA,NA
"1620","RT @SerebiiNet: Serebii Update: The Shiny Groudon &amp; Kyogre in Japan to be distributed at Pokmon Centers and other stores from Jan 13th to",FALSE,0,NA,2017-12-14 14:41:48,FALSE,NA,"941317301315538944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SouL7Seven7",59,TRUE,FALSE,NA,NA
"1621","RT @MonsterShopUK: 12 DAYS OF CHRISTMAS #GIVEAWAY!

DAY 7 OF OUR #12DaysOfChristmas GIVEAWAY! RT &amp; FOLLOW TO WIN POKEMON ULTRA MOON OR POK",FALSE,0,NA,2017-12-14 14:41:31,FALSE,NA,"941317229882245120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deanne2622",333,TRUE,FALSE,NA,NA
